collection||الجامع الصغير
hadith|6044|قال الله تعالى: حقت محبتي للمتحابين في، وحقت محبتي للمتواصلين في، وحقت محبتي للمتناصحين في، وحقت محبتي للمتزاورين في، وحقت محبتي للمتباذلين في، المتحابون في علي منابر من نور يغبطهم بمكانهم النبيون والصديقون والشهداء (4).
hadith|6045|قال الله تعالى: إذا ابتليت عبدي بحبيبتيه - يريد عينيه - ثم صبر عوضته منهما الجنة (5).
hadith|6046|قال الله تعالى: إذا سلبت من عبدي كريمتيه وهو بهما ضنين لم أرض بهما ثوابا دون الجنة إذا حمدني عليهما (1)
hadith|6047|قال الله تعالى: إني أنا الله لا إله إلا أنا، من أقر لي بالتوحيد دخل حصني ومن دخل حصني أمن من عذابي (2)
hadith|6048|قال الله تعالى: يا ابن آدم، مهما عبدتني ورجوتني ولم تشرك بي شيئا غفرت لك على ما كان منك وإن استقبلتني بملء السماء والأرض خطايا وذنوبا استقبلتك بملئهن من المغفرة، وأغفر لك ولا أبالي (3).
hadith|6049|قال الله تعالى: أنا عند ظن عبدي بي، فليظن بي ما شاء (4).
hadith|6050|قال الله تعالى: يا ابن آدم، قم إلي أمش إليك، وامش إلي أهرول إليك (5)
hadith|6051|قال الله تعالى: أنا عند ظن عبدي بي، إن ظن خيرا فله، وإن ظن شرا فله (6)
hadith|6052|قال الله تعالى لعيسى: يا عيسى، إني باعث من بعدك أمة إن أصابهم ما يحبون حمدوا وشكروا وإن أصابهم ما يكرهون صبروا واحتسبوا، ولا حلم ولا علم، قال: يا رب، كيف يكون هذا لهم ولا حلم ولا علم؟ قال: أعطيهم من حلمي وعلمي (1).
hadith|6053|قال الله تعالى: يا ابن آدم، اثنتان لم تكن لك واحدة منهما: جعلت لك نصيبا من مالك حين أخذت بكظمك لأطهرك به وأزكيك، وصلاة عبادي عليك بعد انقضاء أجلك (2)
hadith|6054|قال الله تعالى: من علم أني ذو قدرة على مغفرة الذنوب غفرت له ولا أبالي، ما لم يشرك بي شيئا (3).
hadith|6055|قال الله تعالى: يا ابن آدم، اذكرني بعد الفجر وبعد العصر ساعة أكفك ما بينهما (4).
hadith|6056|قال الله تعالى: إن المؤمن مني بعرض كل خير، إني أنزع نفسه من بين جنبيه وهو يحمدني (5)
hadith|6057|قال الله تعالى: أنا أكرم وأعظم عفوا من أن أستر على عبد مسلم في الدنيا ثم أفضحه بعد إذ سترته، ولا أزال أغفر لعبدي ما استغفرني (1)
hadith|6058|قال الله تعالى: حقت محبتي على المتحابين، أظلهم في ظل العرش يوم القيامة يوم لا ظل إلا ظلي (2)
hadith|6059|قال الله تعالى: لا يذكرني عبد في نفسه إلا ذكرته في ملأ من ملائكتي، ولا يذكرني في ملأ إلا ذكرته في الرفيق الأعلى (3)
hadith|6060|قال الله تعالى: عبدي، إذا ذكرتني خاليا ذكرتك خاليا، وإن ذكرتني في ملأ ذكرتك في ملأ خير منهم وأكبر (4).
hadith|6061|قال الله تعالى: إذا ابتليت عبدي المؤمن فلم يشكوني إلى عواده أطلقته من أساري، ثم أبدلته لحما خيرا من لحمه، ودما خيرا من دمه، ثم يستأنف العمل (5)
hadith|6062|قال الله تعالى: عبدي المؤمن أحب إلي من بعض ملائكتي (6).
hadith|6063|قال الله تعالى: وعزتي وجلالي لا أجمع لعبدي أمنين ولا خوفين: إن هو أمنني في الدنيا أخفته يوم أجمع عبادي، وإن هو خافني في الدنيا أمنته يوم أجمع عبادي (1)
hadith|6064|قال الله تعالى: يا ابن آدم، إن ذكرتني في نفسك ذكرتك في نفسي، وإن ذكرتني في ملأ ذكرتك في ملأ خير منهم، وإن دنوت مني شبرا دنوت منك ذراعا، وإن دنوت مني ذراعا دنوت منك باعا، وإن أتيتني تمشي أتيتك أهرول (2).
hadith|6065|قال الله تعالى: يا ابن آدم، إنك ما دعوتني ورجوتني غفرت لك على ما كان منك ولا أبالي، يا ابن آدم، لو بلغت ذنوبك عنان السماء ثم استغفرتني غفرت لك ولا أبالي، يا ابن آدم، لو أنك أتيتني بقراب الأرض خطايا ثم لقيتني لا تشرك بي شيئا لأتيتك بقرابها مغفرة (3)
hadith|6066|قال الله تعالى: عبدي، أنا عند ظنك بي، وأنا معك إذا ذكرتني (4).
hadith|6067|قال الله تعالى للنفس: أخرجي. قالت: لا أخرج إلا كارهة (5)
hadith|6068|قال الله تعالى: يا ابن آدم، ثلاثة، واحدة لي وواحدة لك وواحدة بيني وبينك: فأما التي لي فتعبدني ولا تشرك بي شيئا، وأما التي لك فما عملت من عمل جزيتك به، فإن اغفر فأنا الغفور الرحيم، وأما التي بيني وبينك فعليك الدعاء والمسألة وعلي الاستجابة والعطاء (1).
hadith|6069|قال الله تعالى: من لا يدعوني أغضب عليه (2)
hadith|6070|قال ربكم: أنا أهل أن أتقى فلا يجعل معي إله، فمن أتقى أن يجعل معي إلها فأنا أهل أن أغفر له (3).
hadith|6071|قال ربكم: لو أن عبادي أطاعوني لأسقيتهم المطر بالليل، ولأطلعت عليهم الشمس بالنهار، ولما أسمعتهم صوت الرعد (4).
hadith|6072|قال لي جبريل: لو رأيتني وأنا آخذ من حال البحر فأدسه في فرعون مخافة أن تدركه الرحمة (5).
hadith|6073|قال لي جبريل: بشر خديجة ببيت في الجنة من قصب لا صخب فيه ولا نصب (6)
hadith|6074|قال جبريل: قلبت مشارق الأرض ومغاربها فلم أجد رجلا أفضل من محمد، وقلبت مشارق الأرض ومغاربها فلم أجد بني أب أفضل من بني هاشم (7)
hadith|6075|قال لي جبريل: من مات من أمتك لا يشرك بالله شيئا دخل الجنة، قلت: وإن زنى وإن سرق؟ قال: وإن زنى وإن سرق (1)
hadith|6076|قال لي جبريل: ليبك الإسلام على موت عمر (2).
hadith|6077|قال لي جبريل: يا محمد، عش ما شئت، فإنك ميت، وأحبب من أحببت، فإنك مفارقه، واعمل ما شئت، فإنك ملاقيه (3).
hadith|6078|قال لي جبريل: قد حببت إليك الصلاة فخذ منها ما شئت (4).
hadith|6079|قال لي جبريل: راجع حفصة، فإنها صوامة قوامة، وإنها زوجتك في الجنة (5).
hadith|6080|قال موسى بن عمران: يا رب من أعز عبادك عندك؟ قال: من إذا قدر غفر (6)
hadith|6081|قال موسى: يا رب: كيف شكرك آدم؟ قال: علم أن ذلك مني فكان ذلك شكره (7)
hadith|6082|قال موسى لربه عز وجل: ما جزاء من عزى الثكلى؟ قال: أظله في ظلي يوم لا ظل إلا ظلي (1)
hadith|6083|قال داود: يا زارع السيئات أنت تحصد شوكها وحسكها (2)
hadith|6084|قال داود: إدخالك يدك في فم التنين إلى أن تبلغ المرفق فيقضمها خير لك من أن تسأل من لم يكن له شئ ثم كان (3)
hadith|6085|قال سليمان بن داود: لأطوفن الليلة على مائة امرأة كلهن تأتي بفارس يجاهد في سبيل الله. فقال له صاحبه: قل " إن شاء الله " فلم يقل " إن شاء الله "، فطاف عليهن فلم تحمل منهن إلا امرأة واحدة جاءت بشق إنسان. والذي نفس محمد بيده لو قال " إن شاء الله " لم يحنث، وكان دركا لحاجته (4)
hadith|6086|قال يحيى بن زكريا لعيسى بن مريم: أنت روح الله وكلمته، وأنت خير مني. فقال عيسى: بل أنت خير مني، سلم الله عليك وسلمت على نفسي (5)
hadith|6087|قال رجل: لا يغفر الله لفلان، فأوحى الله تعالى إلى نبي من الأنبياء: أنها خطيئته فليستقبل العمل (6)
hadith|6088|قالت أم سليمان بن داود لسليمان: يا بني، لا تكثر النوم بالليل، فإن كثرة النوم بالليل تترك الإنسان فقيرا يوم القيامة (1).
hadith|6089|قبضات التمر للمساكين مهور الحور العين (2).
hadith|6090|قبلة المسلم أخاه المصافحة (3)
hadith|6091|قتال المسلم أخاه كفر، وسبابه فسوق (4)
hadith|6092|قتال المسلم كفر، وسبابه فسوق، ولا يحل لمسلم أن يهجر أخاه فوق ثلاثة أيام (5)
hadith|6093|قتل الرجل صبرا كفارة لما قبله من الذنوب (6)
hadith|6094|قتل الصبر لا يمر بذنب إلا محاه (7)
hadith|6095|قتل المؤمن أعظم عند الله من زوال الدنيا (8)
